Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CompRatio,SatisfactionScore,WorkLifeFlag,IncomePerYearExp
54,2,1441,1,17,3,5,3,0,56,3,3,4,3,1,10739,13943,8,0,11,3,3,1,22,2,3,10,7,0,8,2.4551897576588932,3.0,0,466.9130434782609
31,2,1365,2,13,4,3,2,1,46,3,2,7,1,0,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,0.7355982274741507,2.0,1,423.3
40,2,1300,1,24,2,5,1,1,62,3,2,6,4,0,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7,0.7588020118884317,2.0,0,331.9
47,2,1176,0,26,4,1,4,0,98,3,5,3,3,1,19658,5220,3,0,11,3,3,1,27,2,3,5,2,1,0,5.0586721564590835,3.3333333333333335,0,702.0714285714286
30,1,1312,1,2,4,5,4,0,78,2,1,6,1,2,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7,1.1358024691358024,3.0,0,451.6363636363636
31,2,670,1,26,1,1,1,1,31,3,1,6,3,0,2911,15170,1,0,17,3,4,1,5,1,2,5,2,4,3,0.6655235482395976,2.6666666666666665,1,485.1666666666667
38,1,653,1,29,5,1,4,0,50,3,2,2,4,2,2406,5456,1,0,11,3,4,0,10,2,3,10,3,9,9,0.5500685871056241,4.0,0,218.72727272727272
35,2,1296,1,5,4,5,3,1,62,3,3,4,2,2,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13,1.8507087334247827,3.0,0,449.72222222222223
56,2,1369,1,23,3,1,4,1,68,3,4,4,2,1,13402,18235,4,1,12,3,1,1,33,0,3,19,16,15,9,3.0640146319158665,2.3333333333333335,0,394.1764705882353
37,1,319,2,4,4,2,1,1,41,3,1,8,4,0,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8,0.48535928403857853,2.6666666666666665,0,199.5
34,0,1065,2,23,4,2,2,1,72,3,2,7,3,2,4568,10034,0,0,20,4,3,0,10,2,3,9,5,8,7,0.7938135372317316,2.6666666666666665,0,415.27272727272725
41,2,1085,1,2,4,1,2,0,57,1,1,2,4,0,2778,17725,4,1,13,3,3,1,10,1,2,7,7,1,0,0.635116598079561,3.0,1,252.54545454545453
40,2,543,1,1,4,1,1,1,83,3,1,2,4,1,2406,4060,8,0,19,3,3,2,8,3,2,1,0,0,0,0.5500685871056241,2.6666666666666665,1,267.3333333333333
50,2,1126,1,1,2,3,4,1,66,3,4,5,4,0,17399,6615,9,0,22,4,3,1,32,1,2,5,4,1,3,3.9778235025148607,3.6666666666666665,1,527.2424242424242
39,0,1485,1,25,2,1,3,1,71,3,3,0,3,1,10920,3449,3,0,21,4,2,1,13,2,3,6,4,0,5,2.4965706447187928,2.6666666666666665,0,780.0
21,2,984,1,1,1,5,4,0,70,2,1,6,2,2,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,0.4732510288065844,3.0,0,690.0
38,0,1336,0,2,3,0,1,1,100,3,1,1,2,0,2592,7129,5,0,13,3,4,3,13,3,3,11,10,3,8,0.6670097786927431,2.3333333333333335,0,185.14285714285714
39,2,1253,1,10,1,3,3,1,65,3,3,5,3,2,13464,7914,7,0,21,4,3,0,9,3,3,4,3,2,2,3.078189300411523,3.0,0,1346.4
34,2,735,2,3,1,3,4,0,75,2,2,7,4,1,8103,16495,3,1,12,3,3,0,9,3,2,4,2,0,1,1.4081153879572508,3.6666666666666665,1,810.3
39,2,360,1,23,3,3,3,1,93,3,1,6,1,2,3904,22154,0,0,13,3,1,0,6,2,3,5,2,0,3,0.8925468678555099,1.6666666666666667,0,557.7142857142857
32,1,238,1,5,2,1,1,0,47,4,1,6,3,2,2432,15318,3,1,14,3,1,0,8,2,3,4,1,0,3,0.5560128029263832,1.6666666666666667,0,270.22222222222223
33,2,134,1,2,3,1,3,1,90,3,1,6,4,2,2500,10515,0,0,14,3,1,0,4,2,4,3,1,0,2,0.5715592135345222,2.6666666666666665,0,500.0
38,2,243,2,7,4,2,4,0,46,2,2,7,4,2,4028,7791,0,0,20,4,1,0,8,2,3,7,7,0,5,0.6999739334433921,3.0,0,447.55555555555554
45,2,1448,1,29,3,5,2,1,55,3,3,4,4,1,9380,14720,4,1,18,3,4,2,10,4,4,3,1,1,2,2.1444901691815272,3.3333333333333335,0,852.7272727272727
39,1,711,1,4,3,3,1,0,81,3,2,4,3,2,5042,3140,0,0,13,3,4,0,10,2,1,9,2,3,8,1.1527206218564243,2.6666666666666665,1,458.3636363636364
56,2,713,1,8,3,1,3,0,67,3,1,6,1,0,4257,13939,4,1,18,3,3,1,19,3,3,2,2,2,2,0.9732510288065843,2.3333333333333335,0,212.85
46,2,1485,1,18,3,3,3,0,87,3,2,4,3,0,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,1.0996799268404207,3.0,1,240.5
33,1,515,1,1,2,1,1,0,98,3,3,5,4,2,13458,15146,1,1,12,3,3,0,15,1,3,15,14,8,12,3.0768175582990396,2.6666666666666665,0,841.125
53,2,1376,2,2,2,3,3,1,45,3,4,3,3,0,14852,13938,6,0,13,3,3,1,22,3,4,17,13,15,2,2.5809366582674427,3.0,0,645.7391304347826
30,2,317,1,2,3,1,3,0,43,1,2,4,4,2,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,1.3925468678555097,3.3333333333333335,0,507.5833333333333
47,2,1482,1,5,5,1,4,1,42,3,5,5,3,1,18300,16375,4,0,11,3,2,1,21,2,3,3,2,1,1,4.183813443072703,3.0,0,831.8181818181819
25,2,810,2,8,3,1,4,1,57,4,2,7,2,1,4851,15678,0,0,22,4,3,1,4,4,3,3,2,1,2,0.8429924406985837,3.0,0,970.2
28,2,329,1,24,3,3,3,1,51,3,1,2,2,1,2408,7324,1,1,17,3,3,3,1,3,3,1,1,0,0,0.5505258344764518,2.6666666666666665,0,1204.0
35,2,556,1,23,2,1,2,1,50,2,2,4,3,1,5916,15497,3,1,13,3,1,0,8,1,3,1,0,0,1,1.3525377229080933,2.0,0,657.3333333333334
43,1,957,1,28,3,3,2,0,72,4,1,6,3,2,4739,16090,4,0,12,3,4,0,18,2,3,3,2,1,2,1.0834476451760402,3.0,0,249.42105263157896
43,2,1001,1,7,3,1,3,0,43,3,3,0,1,1,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0,2.2828074988568816,1.6666666666666667,1,907.7272727272727
46,2,261,1,21,2,3,4,0,66,3,2,0,2,1,8926,10842,4,0,22,4,4,1,13,2,4,9,7,3,7,2.040695016003658,3.3333333333333335,0,637.5714285714286
22,2,1136,1,5,3,1,4,1,60,4,1,6,2,0,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2,0.532235939643347,2.3333333333333335,1,465.6
42,2,647,2,4,4,2,2,1,45,3,2,7,1,2,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,0.8958206620905378,2.3333333333333335,0,515.5
34,2,1130,1,3,3,1,4,0,66,3,2,6,2,0,5433,19332,1,0,12,3,3,1,11,2,3,11,8,7,9,1.2421124828532235,3.0,0,452.75
48,2,1469,1,20,4,3,4,1,51,3,1,6,3,1,2259,5543,4,0,17,3,1,2,13,2,2,0,0,0,0,0.5164609053497943,2.6666666666666665,1,161.35714285714286
34,1,653,1,10,4,5,4,1,92,2,2,0,3,1,5063,15332,1,0,14,3,2,1,8,3,2,8,2,7,7,1.1575217192501144,3.0,1,562.5555555555555
55,2,111,2,1,2,1,1,1,70,3,3,7,4,1,10239,18092,3,0,14,3,4,1,24,4,3,1,0,1,0,1.7793031540533495,3.0,0,409.56
47,2,1180,1,25,3,3,1,1,84,3,3,0,3,2,8633,13084,2,0,23,4,2,0,25,3,3,17,14,12,11,1.973708276177412,2.0,0,332.03846153846155
52,0,715,1,19,4,3,4,1,41,3,1,6,4,1,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2,0.9734796524919982,3.0,0,709.6666666666666
20,2,727,2,9,1,1,4,1,54,3,1,8,1,2,2728,21082,1,0,11,3,1,0,2,3,3,2,2,0,2,0.47406377617516726,2.0,0,909.3333333333334
35,2,1137,1,21,1,1,4,0,51,3,2,0,4,1,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7,0.9176954732510288,4.0,1,364.90909090909093
44,2,1459,1,10,4,4,4,1,41,3,2,0,4,1,6465,19121,2,1,13,3,4,0,9,5,4,4,2,1,3,1.4780521262002744,4.0,0,646.5
23,2,885,1,4,3,3,1,1,58,4,1,6,1,1,2819,8544,2,0,16,3,1,1,5,3,4,3,2,0,2,0.6444901691815272,1.0,0,469.8333333333333
38,2,201,1,10,3,3,2,0,99,1,3,5,3,1,13206,3376,3,0,12,3,1,1,20,3,3,18,16,1,11,3.01920438957476,2.0,0,628.8571428571429
45,2,1038,1,20,3,3,2,1,95,1,3,0,1,0,10851,19863,2,1,18,3,2,1,24,2,3,7,7,0,7,2.48079561042524,1.6666666666666667,0,434.04
32,2,964,2,1,2,1,1,1,34,1,2,7,2,2,6735,12147,6,0,15,3,2,0,10,2,3,0,0,0,0,1.1703883916934572,1.6666666666666667,0,612.2727272727273
40,2,575,2,22,2,2,3,1,68,2,2,7,3,1,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,1.1086975410548268,2.3333333333333335,0,708.8888888888889
35,2,1361,2,17,4,1,3,1,94,3,2,7,1,1,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7,1.5580849769745417,2.6666666666666665,0,560.375
53,2,346,1,6,3,1,4,1,86,3,2,2,4,2,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2,0.5601280292638318,4.0,0,122.5
32,2,604,2,8,3,3,3,1,56,4,2,7,4,1,6209,11693,1,0,15,3,3,2,10,4,4,10,7,0,8,1.0789816665218526,3.3333333333333335,0,564.4545454545455
34,2,704,2,28,3,2,4,0,95,2,2,7,3,1,6712,8978,1,0,21,4,4,2,8,2,3,8,7,1,7,1.1663915196802503,3.6666666666666665,0,745.7777777777778
27,2,1157,1,17,3,5,3,1,51,3,1,6,2,1,3058,13364,0,1,16,3,4,1,6,3,2,5,2,1,1,0.6991312299954275,3.0,1,436.85714285714283
42,1,748,1,9,2,3,1,0,74,3,1,2,4,2,3673,16458,1,0,13,3,3,0,12,3,3,12,9,5,8,0.83973479652492,2.6666666666666665,0,282.53846153846155
28,1,783,2,1,2,1,3,1,42,2,2,7,4,1,6834,19255,1,1,12,3,3,1,7,2,3,7,7,0,7,1.187592319054653,3.3333333333333335,0,854.25
45,2,194,1,9,3,1,2,1,60,3,2,2,2,0,2348,10901,8,0,18,3,3,1,20,2,1,17,9,0,15,0.5368084133516232,2.3333333333333335,1,111.80952380952381
40,2,616,1,2,2,1,3,0,99,3,1,2,1,1,3377,25605,4,0,17,3,4,1,7,5,2,4,3,0,2,0.7720621856424326,2.6666666666666665,1,422.125
52,2,258,1,8,4,4,3,0,54,3,1,2,1,1,2950,17363,9,0,13,3,3,0,12,2,1,5,4,0,4,0.6744398719707362,2.3333333333333335,1,226.92307692307693
18,0,1124,1,1,3,1,4,0,97,3,1,2,4,2,1611,19305,1,0,15,3,3,0,0,5,4,0,0,0,0,0.3683127572016461,3.6666666666666665,0,1611.0
35,2,817,1,1,3,3,4,0,60,2,2,2,4,1,5363,10846,0,0,12,3,2,1,10,0,3,9,7,0,0,1.2261088248742569,3.3333333333333335,0,487.54545454545456
46,2,150,1,2,4,5,4,1,60,3,2,4,4,0,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4,1.6870141746684957,3.6666666666666665,1,567.6153846153846
42,2,269,1,2,3,3,4,0,56,2,1,2,1,0,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8,0.5928212162780064,2.6666666666666665,0,235.72727272727272
34,2,829,0,3,2,0,3,1,88,3,1,1,4,1,3737,2243,0,0,19,3,3,1,4,1,1,3,2,0,2,0.9616572310859496,3.3333333333333335,1,747.4
42,2,1059,1,9,2,4,4,1,93,2,5,3,4,2,19613,26362,8,0,22,4,4,0,24,2,3,1,0,0,1,4.483996342021033,4.0,0,784.52
53,2,868,2,8,3,2,1,1,73,3,4,7,4,1,11836,22789,5,0,14,3,3,1,28,3,3,2,0,2,2,2.0568250934051613,2.6666666666666665,0,408.13793103448273
30,2,1339,2,5,3,1,2,0,41,3,3,7,4,1,9419,8053,2,0,12,3,3,1,12,2,3,10,9,7,4,1.6368059779303155,3.0,0,724.5384615384615
54,2,548,1,8,4,1,3,0,42,3,2,2,3,2,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0,0.8641975308641975,3.0,0,189.0
31,2,746,1,8,4,1,3,0,61,3,2,4,4,2,4424,20682,1,0,23,4,4,0,11,2,3,11,7,1,8,1.0114311842706905,3.6666666666666665,0,368.6666666666667
29,2,592,1,7,3,1,4,1,59,3,1,2,1,2,2062,19384,3,0,14,3,2,0,11,2,3,3,2,1,2,0.47142203932327387,2.3333333333333335,0,171.83333333333334
31,0,325,1,5,3,3,2,1,74,3,2,4,1,2,9936,3787,0,0,19,3,2,0,10,2,3,9,4,1,7,2.271604938271605,1.6666666666666667,0,903.2727272727273
31,2,1332,1,11,2,3,3,1,80,3,2,0,1,1,6833,17089,1,1,12,3,4,0,6,2,2,6,5,0,1,1.562185642432556,2.6666666666666665,1,976.1428571428571
33,1,1303,1,7,2,1,4,1,36,3,2,0,3,0,5968,18079,1,0,20,4,3,3,9,2,3,9,7,2,8,1.3644261545496112,3.3333333333333335,0,596.8
20,2,129,1,4,3,5,1,1,84,3,1,2,1,2,2973,13008,1,0,19,3,2,0,1,2,3,1,0,0,0,0.6796982167352538,1.3333333333333333,0,1486.5
49,2,1245,1,18,4,1,4,1,58,2,5,5,3,0,19502,2125,1,1,17,3,3,1,31,5,3,31,9,0,9,4.4586191129401005,3.3333333333333335,0,609.4375
49,2,1261,1,7,3,4,2,1,31,2,3,0,3,2,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0,2.506858710562414,2.6666666666666665,0,406.1111111111111
55,1,135,1,18,4,3,3,1,62,3,2,0,2,1,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7,1.4597622313671696,3.0,0,354.72222222222223
24,2,1127,1,18,1,1,2,1,52,3,1,2,3,1,2774,13257,0,0,12,3,3,1,6,2,3,5,3,1,2,0.6342021033379058,2.6666666666666665,0,396.2857142857143
58,2,601,1,7,4,3,3,0,53,2,3,4,1,1,10008,12023,7,1,14,3,4,0,31,0,2,10,9,5,9,2.288065843621399,2.6666666666666665,1,312.75
33,2,654,1,5,3,1,4,1,34,2,3,0,4,0,7119,21214,4,0,15,3,3,1,9,2,3,3,2,1,2,1.6275720164609053,3.6666666666666665,0,711.9
37,0,1413,1,5,2,5,3,1,84,4,1,2,3,2,3500,25470,0,0,14,3,1,0,7,2,1,6,5,1,3,0.8001828989483311,2.3333333333333335,1,437.5
37,2,290,1,21,3,1,2,1,65,4,1,6,1,1,3564,22977,1,1,12,3,1,1,8,3,2,8,7,1,7,0.8148148148148148,1.3333333333333333,1,396.0
24,2,1476,2,4,1,3,4,0,42,3,2,7,3,1,4162,15211,1,1,12,3,3,2,5,3,3,5,4,0,3,0.7232600573464245,3.3333333333333335,0,693.6666666666666
58,0,390,1,1,4,1,4,1,32,1,2,0,3,0,5660,17056,2,1,13,3,4,1,12,2,3,5,3,1,2,1.2940100594421582,3.6666666666666665,0,435.38461538461536
32,1,1125,1,16,1,1,2,0,72,1,1,6,1,2,3919,4681,1,1,22,4,2,0,10,5,3,10,2,6,7,0.895976223136717,1.6666666666666667,0,356.27272727272725
20,1,769,2,9,3,2,4,0,54,3,1,8,4,2,2323,17205,1,1,14,3,2,0,2,3,3,2,2,0,2,0.4036840733339126,3.3333333333333335,0,774.3333333333334
43,1,394,2,26,2,1,3,1,92,3,4,3,4,1,16959,19494,1,1,12,3,4,2,25,3,4,25,12,4,12,2.94708489008602,3.6666666666666665,0,652.2692307692307
33,2,217,2,10,4,2,2,1,43,3,2,7,3,2,5487,10410,1,0,14,3,2,0,10,2,2,10,4,0,9,0.9535146407159614,2.3333333333333335,1,498.8181818181818
33,2,211,2,16,3,1,1,0,74,3,3,7,1,2,8564,10092,2,1,20,4,3,0,11,2,2,0,0,0,0,1.4882266052654445,1.6666666666666667,1,713.6666666666666
32,2,906,2,7,3,1,4,1,91,2,2,7,3,1,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8,0.952993309583804,3.3333333333333335,1,391.7142857142857
54,1,1050,1,11,4,3,2,0,87,3,4,3,4,0,16032,24456,3,0,20,4,1,1,26,2,3,14,9,1,12,3.6652949245541837,2.3333333333333335,0,593.7777777777778
31,2,329,1,1,2,1,4,1,98,2,1,2,1,1,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,0.507087334247828,2.6666666666666665,0,443.6
31,1,703,2,2,3,1,3,0,90,2,1,8,4,2,2785,11882,7,0,14,3,3,0,3,3,4,1,0,0,0,0.48396906768615866,3.3333333333333335,0,696.25
42,2,1210,1,2,3,3,3,1,68,2,1,2,2,1,4841,24052,4,0,14,3,2,1,4,3,3,1,0,0,0,1.1067672610882486,2.3333333333333335,0,968.2
42,2,419,2,12,4,2,2,1,77,3,2,7,4,0,5087,2900,3,1,12,3,3,2,14,4,3,0,0,0,0,0.8840038230949692,3.0,0,339.1333333333333
55,2,836,1,8,3,3,4,0,33,3,4,3,3,0,14756,19730,2,1,14,3,3,3,21,2,3,5,0,0,2,3.3735711019661636,3.3333333333333335,0,670.7272727272727
33,2,1099,1,4,4,3,1,0,82,2,1,2,2,1,3838,8192,8,0,11,3,4,0,8,5,3,5,4,0,2,0.8774577046181985,2.3333333333333335,0,426.44444444444446
30,2,138,1,22,3,1,1,0,48,3,1,6,3,1,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,0.4874256973022405,2.0,0,266.5
56,1,906,2,6,3,1,3,0,86,4,4,7,1,1,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,2.2959423060213746,2.6666666666666665,1,357.0810810810811
41,0,247,1,7,1,1,2,0,55,1,5,5,3,0,19973,20284,1,0,22,4,2,2,21,3,3,21,16,5,10,4.566300868770004,2.3333333333333335,0,907.8636363636364
25,2,959,2,28,3,1,1,1,41,2,2,7,3,1,8639,24835,2,0,18,3,4,0,6,3,3,2,2,2,2,1.5012598835693804,2.6666666666666665,0,1234.142857142857
31,2,326,2,8,2,1,1,1,31,3,3,7,4,0,10793,8386,1,0,18,3,1,1,13,5,3,13,7,9,9,1.8755756364584237,2.0,0,770.9285714285714
55,2,1441,1,22,3,5,1,1,94,2,1,6,2,0,3537,23737,5,0,12,3,4,1,8,1,3,4,2,1,2,0.808641975308642,2.3333333333333335,0,393.0
47,1,719,2,27,2,1,2,0,77,4,2,7,3,2,6397,10339,4,1,12,3,4,0,8,2,3,5,4,1,3,1.111651750803719,3.0,0,710.7777777777778
52,0,771,2,2,4,1,1,1,79,2,5,3,3,2,19068,21030,1,1,18,3,4,0,33,2,4,33,7,15,12,3.3135806759927013,2.6666666666666665,0,560.8235294117648
52,2,1030,2,5,3,1,2,1,64,3,3,7,2,2,8446,21534,9,1,19,3,3,0,10,2,2,8,7,7,7,1.4677209140672518,2.3333333333333335,1,767.8181818181819
33,2,147,1,4,4,3,3,0,47,2,1,6,2,1,2622,13248,6,0,21,4,4,0,7,3,3,3,2,1,1,0.5994513031550068,3.0,0,327.75
27,2,1469,1,1,2,3,4,1,82,3,1,2,2,0,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4,0.8724279835390947,2.6666666666666665,0,636.0
35,2,1029,1,16,3,1,4,0,91,2,3,0,2,2,8606,21195,1,0,19,3,4,0,11,3,1,11,8,3,3,1.9675354366712392,3.3333333333333335,1,717.1666666666666
19,2,528,2,22,1,2,4,1,50,3,1,8,3,2,1675,26820,1,1,19,3,4,0,0,2,2,0,0,0,0,0.2910765487879051,3.6666666666666665,1,1675.0
36,1,688,1,4,2,1,4,0,97,3,2,4,2,0,5131,9192,7,0,13,3,2,3,18,3,3,4,2,0,2,1.1730681298582533,2.6666666666666665,0,270.05263157894734
45,2,950,1,28,3,5,4,1,97,3,1,6,4,1,2132,4585,4,0,20,4,4,1,8,3,3,5,4,0,3,0.4874256973022405,4.0,0,236.88888888888889
34,1,658,1,7,3,1,1,1,66,1,2,2,3,2,6074,22887,1,1,24,4,4,0,9,3,3,9,7,0,6,1.3886602652034752,2.6666666666666665,0,607.4
29,2,136,1,1,3,1,1,1,89,3,2,0,1,1,5373,6225,0,0,12,3,1,1,6,5,2,5,3,0,2,1.228395061728395,1.0,1,767.5714285714286
34,2,182,1,1,4,1,2,0,72,4,1,6,4,2,3280,13551,2,0,16,3,3,0,10,2,3,4,2,1,3,0.7498856881572931,3.0,0,298.1818181818182
41,2,796,2,4,1,2,3,0,81,3,3,7,3,0,10447,26458,0,1,13,3,4,1,23,3,4,22,14,13,5,1.8154487792162655,3.3333333333333335,0,435.2916666666667
31,2,741,1,2,4,1,2,1,69,3,1,2,3,1,3477,18103,1,0,14,3,4,1,6,2,4,5,2,0,3,0.7949245541838135,3.0,0,496.7142857142857
41,2,549,1,7,2,3,4,0,42,3,2,4,3,2,5003,23371,6,0,14,3,2,0,8,6,3,2,2,2,1,1.1438042981252858,3.0,0,555.8888888888889
49,2,465,1,6,1,1,3,0,41,2,4,0,3,1,13966,11652,2,1,19,3,2,1,30,3,3,15,11,2,12,3.1929583904892547,2.6666666666666665,0,450.51612903225805
32,1,689,2,9,2,3,4,1,35,1,2,7,4,0,4668,22812,0,0,17,3,4,3,9,2,4,8,7,0,7,0.8111912416369798,4.0,0,466.8
43,1,1422,2,2,4,1,1,1,92,3,2,7,4,1,5675,19246,1,0,20,4,3,1,7,5,3,7,7,7,7,0.9861847249978278,2.6666666666666665,0,709.375
40,2,1329,1,7,3,1,1,1,73,3,1,2,1,2,2166,3339,3,1,14,3,2,0,10,3,1,4,2,0,3,0.49519890260631,1.3333333333333333,1,196.9090909090909
28,2,821,2,5,4,3,1,1,98,3,2,7,4,2,4908,24252,1,0,14,3,2,0,4,3,3,4,2,0,2,0.8528977322095751,2.3333333333333335,0,981.6
36,2,676,1,1,3,4,3,0,35,3,2,4,2,1,5228,23361,0,0,15,3,1,1,10,2,3,9,7,0,5,1.1952446273433928,2.0,0,475.27272727272725
44,2,986,1,8,4,1,1,1,62,4,1,2,4,1,2818,5044,2,1,24,4,3,1,10,2,2,3,2,0,2,0.6442615454961134,2.6666666666666665,1,256.1818181818182
36,2,311,1,7,3,1,1,1,77,3,1,2,2,2,2013,10950,2,0,11,3,3,0,15,4,3,4,3,1,3,0.46021947873799723,2.0,0,125.8125
28,2,950,1,3,3,3,4,0,93,3,3,4,2,0,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,1.750114311842707,2.6666666666666665,1,695.9090909090909
21,2,156,2,12,3,1,3,0,90,4,1,8,2,2,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,0.4719784516465375,3.0,0,1358.0
30,1,600,0,8,3,0,3,0,66,2,1,1,4,0,2180,9732,6,0,11,3,3,1,6,0,2,4,2,1,2,0.5609881626351003,3.3333333333333335,1,311.42857142857144
26,2,1146,2,8,3,5,4,1,38,2,2,7,1,2,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2,0.925536536623512,2.6666666666666665,1,760.8571428571429
40,0,1151,1,9,5,1,4,1,63,2,2,0,4,1,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2,1.114769090077732,4.0,1,812.6666666666666
24,0,1269,1,4,1,1,1,1,46,2,1,2,4,1,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4,0.7229080932784636,3.0,1,451.7142857142857
35,2,1214,1,1,3,3,2,1,30,2,1,6,3,2,2859,26278,1,0,18,3,1,0,6,3,3,6,4,0,4,0.6536351165980796,2.0,0,408.42857142857144
37,2,783,1,7,4,3,4,1,78,3,2,6,1,1,4284,13588,5,1,22,4,3,1,16,2,3,5,3,0,4,0.9794238683127572,2.6666666666666665,0,252.0
26,1,496,1,11,2,3,1,1,60,3,2,0,1,1,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3,1.083904892546868,1.6666666666666667,0,790.1666666666666
46,2,669,2,9,2,3,3,1,64,2,3,7,4,2,9619,13596,1,0,16,3,4,0,9,3,3,9,8,4,7,1.6715613867408115,3.6666666666666665,0,961.9
28,2,866,2,5,3,3,4,1,84,3,2,7,1,2,8463,23490,0,0,18,3,4,0,6,4,3,5,4,1,3,1.470675123816144,3.0,0,1209.0
29,2,806,1,7,3,5,2,0,39,3,1,2,3,0,3339,17285,3,1,13,3,1,2,10,2,3,7,7,7,7,0.7633744855967078,2.0,0,303.54545454545456
36,2,172,1,4,4,1,1,1,37,2,2,2,4,2,5810,22604,1,0,16,3,3,0,10,2,2,10,4,1,8,1.3283036122542295,2.6666666666666665,1,528.1818181818181
30,2,125,1,9,2,3,4,1,83,2,1,2,3,2,2206,16117,1,0,13,3,1,0,10,5,3,10,0,1,8,0.5043438500228624,2.6666666666666665,0,200.54545454545453
29,1,806,1,1,4,1,2,1,76,1,1,6,4,0,2720,18959,1,0,18,3,4,1,10,5,3,10,7,2,8,0.6218564243255601,3.3333333333333335,0,247.27272727272728
29,2,726,1,29,1,1,4,1,93,1,2,0,3,0,6384,21143,8,0,17,3,4,2,11,3,3,7,0,1,6,1.4595336076817558,3.6666666666666665,0,532.0
34,2,1333,2,10,4,1,3,0,87,3,1,8,3,1,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,0.3857850377965071,3.3333333333333335,0,1110.0
32,2,859,1,4,3,1,3,0,98,2,2,4,3,1,6162,19124,1,0,12,3,3,1,14,3,3,14,13,6,8,1.4087791495198903,3.0,0,410.8
42,2,544,0,2,1,5,3,1,52,3,1,1,3,0,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0,0.6937725167267113,3.0,0,539.2
30,2,911,1,1,2,3,4,1,76,3,1,2,2,1,3748,4077,1,0,13,3,3,0,12,6,2,12,8,1,7,0.8568815729309557,3.0,1,288.3076923076923
48,2,163,2,2,5,2,2,0,37,3,2,7,4,1,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,0.7039708054565992,2.3333333333333335,0,270.06666666666666
38,2,371,1,2,3,1,4,1,45,3,1,6,4,2,3944,4306,5,1,11,3,3,0,6,3,3,3,2,1,2,0.9016918152720622,3.6666666666666665,0,563.4285714285714
32,2,128,1,2,1,5,4,1,84,2,2,2,1,2,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4,0.4974851394604481,3.0,0,217.6
35,2,1232,2,16,3,2,3,1,96,3,3,7,2,1,8020,5100,0,0,15,3,3,2,12,3,2,11,9,6,9,1.393691893300895,2.6666666666666665,1,616.9230769230769
44,2,528,0,1,3,1,3,0,44,3,1,1,4,0,3195,4167,4,1,18,3,1,3,8,2,3,2,2,2,2,0.8221821924858467,2.6666666666666665,0,355.0
57,2,405,1,1,2,1,2,1,93,4,2,6,3,1,4900,2721,0,0,24,4,1,1,13,2,2,12,9,2,8,1.1202560585276635,2.0,1,350.0
34,2,181,1,2,4,3,4,1,97,4,1,6,4,1,2932,5586,0,1,14,3,1,3,6,3,3,5,0,1,2,0.6703246456332876,3.0,0,418.85714285714283
